Training | Reason: possible_proper_noun | Context: Training zur Prüfung Goethe-Zertifikat...
Die | Reason: stop_word | Context: Ausgabe unseres Podcasts Die Roman-Ecke Heute stellen...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Informationen | Reason: possible_proper_noun | Context: begrenzt Je mehr Informationen man mit sich...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
sie | Reason: stop_word | Context: egla wie man sie dreht und wendet...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
Unter | Reason: stop_word | Context: funktioniert Frau Denkel Unter Präzisionsernährung auch personalisierte...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Wiedererkennung | Reason: possible_proper_noun | Context: und die spätere Wiedererkennung bzw Wiedergabe dessen...
Wiedergabe | Reason: possible_proper_noun | Context: spätere Wiedererkennung bzw Wiedergabe dessen was man...
oder | Reason: stop_word | Context: setzung lesen und oder hören können Wir...
hat | Reason: stop_word | Context: zustimmend Welche Gründe hat Ihrer Ansicht nach...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Bedeutungen | Reason: possible_proper_noun | Context: müssten die Eigenschaften Bedeutungen Funktionen und Intentionen...
Funktionen | Reason: possible_proper_noun | Context: und noch weitere Funktionen erfüllen die die...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Intentionen | Reason: possible_proper_noun | Context: Bedeutungen Funktionen und Intentionen der Objekte um...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Objekte | Reason: possible_proper_noun | Context: Museum für industrielle Objekte Auf den ersten...
sie | Reason: stop_word | Context: egla wie man sie dreht und wendet...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Problemen | Reason: possible_proper_noun | Context: zwischenmenschlichen und strukturellen Problemen wie Mobbing Rassismus...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
Lernprozessen | Reason: possible_proper_noun | Context: stellt wichtige in Lernprozessen erworbene Erfahrungen sowie...
Erfahrungen | Reason: possible_proper_noun | Context: auf grund unserer Erfahrungen ausgesprochen gut darin...
Kenntnisse | Reason: possible_proper_noun | Context: der man auch Kenntnisse erlangt die denen...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
Sachverhalte | Reason: possible_proper_noun | Context: benötigte Kenntnisse über Sachverhalte Vorgänge und Personen...
Vorgänge | Reason: possible_proper_noun | Context: Kenntnisse über Sachverhalte Vorgänge und Personen bereit...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Personen | Reason: possible_proper_noun | Context: DaF Werkstatt Transkriptionen Personen vorgestellt auf deren...
Auf | Reason: stop_word | Context: unserer Sendung angelangt Auf Wiederhören bis zur...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
Voraussetzung | Reason: possible_proper_noun | Context: voraus Wird diese Voraussetzung erfüllt können Unternehmen...
Prozesse | Reason: possible_proper_noun | Context: hier auch unbewusste Prozesse und Lernvorgänge eine...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Seele | Reason: possible_proper_noun | Context: bringt um ihre Seele und ihr Überleben...
Lernvorgänge | Reason: possible_proper_noun | Context: unbewusste Prozesse und Lernvorgänge eine Rolle Moderatorin...
auf | Reason: stop_word | Context: betreffen in Bezug auf AKK der Tabakkonzern...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Informationen | Reason: possible_proper_noun | Context: begrenzt Je mehr Informationen man mit sich...
Nervenzellen | Reason: possible_proper_noun | Context: von Informationen zwischen Nervenzellen den sogenannten Neuronen...
Neuronen | Reason: possible_proper_noun | Context: Gehirn mit Millionen Neuronen und eine Sprache...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
aber | Reason: stop_word | Context: Der Baum dient aber nicht nur als...
Außenreize | Reason: possible_proper_noun | Context: aber nicht nur Außenreize sondern verknüpft und...
sondern | Reason: stop_word | Context: Nähe ihrer Hütte sondern geht auch auf...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Gedächtnisinhalten | Reason: possible_proper_noun | Context: diese ständig mit Gedächtnisinhalten welche bereits abgespeichert...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
Umformung | Reason: possible_proper_noun | Context: zu einer kontinuierlichen Umformung von gespeicherten Informationen...
Informationen | Reason: possible_proper_noun | Context: begrenzt Je mehr Informationen man mit sich...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Netzwerke | Reason: possible_proper_noun | Context: wohl sein Soziale Netzwerke machen ehrlicherweise auch...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Netzwerken | Reason: possible_proper_noun | Context: Sie in sozialen Netzwerken schwärmen diverse Fitness...
wenn | Reason: stop_word | Context: machen Moderatorin Und wenn dabei über Verbesserungsmöglichkeiten...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Memorieren | Reason: possible_proper_noun | Context: beim Üben und Memorieren bestimmte Stellen sogenannte...
Synapsen | Reason: possible_proper_noun | Context: bestimmte Stellen sogenannte Synapsen immer wie der...
wie | Reason: stop_word | Context: schmelzen desolat beklagen wie folgt gehoben das...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Gedächtnisspuren | Reason: possible_proper_noun | Context: passiert werden sogenannte Gedächtnisspuren heraus Je häufiger...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
Synapsen | Reason: possible_proper_noun | Context: bestimmte Stellen sogenannte Synapsen immer wie der...
Vergleich | Reason: possible_proper_noun | Context: tierischen Lebensmitteln im Vergleich zu pflanzlichem Essen...
Nervenbahnen | Reason: possible_proper_noun | Context: Vergleich zu anderen Nervenbahnen Forschende waren lange...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
Speichersystem | Reason: possible_proper_noun | Context: Gedächtnis als einzelnes Speichersystem betrachtet werden solle...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Wissenschaftler | Reason: possible_proper_noun | Context: Künstler und namhafte Wissenschaftler über alle möglichen...
Überlegungen | Reason: possible_proper_noun | Context: Im Mittelpunkt meiner Überlegungen steht die Frage...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
Prozesse | Reason: possible_proper_noun | Context: hier auch unbewusste Prozesse und Lernvorgänge eine...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
Speicher | Reason: possible_proper_noun | Context: Prozesse dass zwei Speicher existieren mussten Der...
Der | Reason: stop_word | Context: zurück zum Ausgangspunkt Der Baum dient aber...
Gedächtnis-Zweiteilung | Reason: possible_proper_noun | Context: Der Ansatz einer Gedächtnis-Zweiteilung wurde in den...
wurde | Reason: stop_word | Context: der bereits verfilmt wurde Hier wird die...
Jahrzehnten | Reason: possible_proper_noun | Context: in den folgenden Jahrzehnten weiterentwickelt und erweitert...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
wurde | Reason: stop_word | Context: der bereits verfilmt wurde Hier wird die...
ein | Reason: stop_word | Context: Werkstatt der Reichtum ein teilen christlich das...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Speicher | Reason: possible_proper_noun | Context: Prozesse dass zwei Speicher existieren mussten Der...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Beziehung | Reason: possible_proper_noun | Context: was eine gute Beziehung ausmacht Waldinger Es...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Informationen | Reason: possible_proper_noun | Context: begrenzt Je mehr Informationen man mit sich...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Informationen | Reason: possible_proper_noun | Context: begrenzt Je mehr Informationen man mit sich...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Organismus | Reason: possible_proper_noun | Context: es einen lebenden Organismus Je besser ein...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
Zeit | Reason: possible_proper_noun | Context: den antriebslosen Mädchen Zeit geben müssen Es...
Sinneseindrücke | Reason: possible_proper_noun | Context: kurze Zeit Um Sinneseindrücke über längere Zeit...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
Zeit | Reason: possible_proper_noun | Context: den antriebslosen Mädchen Zeit geben müssen Es...
sie | Reason: stop_word | Context: egla wie man sie dreht und wendet...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
Material | Reason: possible_proper_noun | Context: geleistet hier wird Material das aus dem...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
oder | Reason: stop_word | Context: setzung lesen und oder hören können Wir...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
wurde | Reason: stop_word | Context: der bereits verfilmt wurde Hier wird die...
Die | Reason: stop_word | Context: Ausgabe unseres Podcasts Die Roman-Ecke Heute stellen...
Informationen | Reason: possible_proper_noun | Context: begrenzt Je mehr Informationen man mit sich...
Abfolge | Reason: possible_proper_noun | Context: in ihrer zeitlichen Abfolge in einen Code...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Sekunden | Reason: possible_proper_noun | Context: kurzen Zeitraum etwa Sekunden lang im Bewusstsein...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
Alltagssituationen | Reason: possible_proper_noun | Context: dient in vielen Alltagssituationen als Arbeitsgedächtnis hier...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
Arbeitsgedächtnis | Reason: possible_proper_noun | Context: vielen Alltagssituationen als Arbeitsgedächtnis hier werden weitergeleitete...
Wahrnehmungen | Reason: possible_proper_noun | Context: hier werden weitergeleitete Wahrnehmungen zu Bedeutungseinheiten zusammengefasst...
Bedeutungseinheiten | Reason: possible_proper_noun | Context: weitergeleitete Wahrnehmungen zu Bedeutungseinheiten zusammengefasst Etwa sieben...
Informationseinheiten | Reason: possible_proper_noun | Context: sieben unterschiedli che Informationseinheiten können gleichzeitig verarbeitet...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Praxis | Reason: possible_proper_noun | Context: Lesen Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt...
Spezialverlag | Reason: possible_proper_noun | Context: Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt Test...
DaF | Reason: possible_proper_noun | Context: Werkstatt Praxis Spezialverlag DaF Werkstatt Test Lesen...
